"cty","Name","Individual_Income_Excluding_Spouse_rW_gM_p25"
"cty21141","Logan County, KY",25825
"cty51007","Amelia County, VA",25822
"cty37145","Person County, NC",25818
"cty18163","Vanderburgh County, IN",25814
"cty26051","Gladwin County, MI",25812
"cty26057","Gratiot County, MI",25791
"cty23013","Knox County, ME",25788
"cty13053","Chattahoochee County, GA",25784
"cty47075","Haywood County, TN",25783
"cty46041","Dewey County, SD",25782
"cty18061","Harrison County, IN",25782
"cty12111","St. Lucie County, FL",25777
"cty17121","Marion County, IL",25777
"cty13299","Ware County, GA",25773
"cty41033","Josephine County, OR",25764
"cty39119","Muskingum County, OH",25764
"cty17029","Coles County, IL",25762
"cty54043","Lincoln County, WV",25758
"cty17087","Johnson County, IL",25758
"cty13171","Lamar County, GA",25753
"cty21187","Owen County, KY",25752
"cty12113","Santa Rosa County, FL",25748
"cty51047","Culpeper County, VA",25747
"cty13077","Coweta County, GA",25746
"cty13253","Seminole County, GA",25742
"cty05121","Randolph County, AR",25740
"cty47103","Lincoln County, TN",25735
"cty47157","Shelby County, TN",25721
"cty28061","Jasper County, MS",25718
"cty18043","Floyd County, IN",25714
"cty05079","Lincoln County, AR",25714
"cty39151","Stark County, OH",25713
"cty45011","Barnwell County, SC",25710
"cty28137","Tate County, MS",25703
"cty17129","Menard County, IL",25701
"cty37119","Mecklenburg County, NC",25699
"cty29179","Reynolds County, MO",25697
"cty16025","Camas County, ID",25693
"cty18169","Wabash County, IN",25688
"cty21029","Bullitt County, KY",25683
"cty40101","Muskogee County, OK",25672
"cty05103","Ouachita County, AR",25667
"cty37017","Bladen County, NC",25660
"cty13303","Washington County, GA",25660
"cty29057","Dade County, MO",25653
"cty39117","Morrow County, OH",25648
"cty01069","Houston County, AL",25645
"cty04012","La Paz County, AZ",25632
"cty20209","Wyandotte County, KS",25624
"cty12091","Okaloosa County, FL",25621
"cty29167","Polk County, MO",25619
"cty29201","Scott County, MO",25615
"cty51137","Orange County, VA",25613
"cty46075","Jones County, SD",25612
"cty21143","Lyon County, KY",25612
"cty01073","Jefferson County, AL",25611
"cty21169","Metcalfe County, KY",25609
"cty13159","Jasper County, GA",25605
"cty51740","Portsmouth city, VA",25604
"cty29097","Jasper County, MO",25601
"cty39033","Crawford County, OH",25594
"cty40147","Washington County, OK",25590
"cty47043","Dickson County, TN",25585
"cty26123","Newaygo County, MI",25582
"cty48375","Potter County, TX",25579
"cty18081","Johnson County, IN",25578
"cty36015","Chemung County, NY",25577
"cty45023","Chester County, SC",25576
"cty37101","Johnston County, NC",25568
"cty29203","Shannon County, MO",25560
"cty45079","Richland County, SC",25558
"cty28141","Tishomingo County, MS",25548
"cty47131","Obion County, TN",25538
"cty12019","Clay County, FL",25536
"cty51019","Bedford County, VA",25536
"cty28025","Clay County, MS",25533
"cty39061","Hamilton County, OH",25531
"cty40041","Delaware County, OK",25530
"cty13145","Harris County, GA",25525
"cty51167","Russell County, VA",25524
"cty01001","Autauga County, AL",25520
"cty17199","Williamson County, IL",25515
"cty13059","Clarke County, GA",25508
"cty37047","Columbus County, NC",25501
"cty05127","Scott County, AR",25491
"cty48229","Hudspeth County, TX",25490
"cty13069","Coffee County, GA",25490
"cty17051","Fayette County, IL",25481
"cty54109","Wyoming County, WV",25477
"cty54029","Hancock County, WV",25475
"cty21139","Livingston County, KY",25473
"cty01071","Jackson County, AL",25472
"cty26011","Arenac County, MI",25471
"cty13027","Brooks County, GA",25471
"cty29207","Stoddard County, MO",25455
"cty28053","Humphreys County, MS",25442
"cty51630","Fredericksburg city, VA",25440
"cty20075","Hamilton County, KS",25437
"cty45085","Sumter County, SC",25433
"cty05029","Conway County, AR",25433
"cty18075","Jay County, IN",25422
"cty51049","Cumberland County, VA",25416
"cty26009","Antrim County, MI",25415
"cty23027","Waldo County, ME",25415
"cty01043","Cullman County, AL",25409
"cty28135","Tallahatchie County, MS",25408
"cty39115","Morgan County, OH",25403
"cty21179","Nelson County, KY",25399
"cty37127","Nash County, NC",25397
"cty51710","Norfolk city, VA",25391
"cty29161","Phelps County, MO",25387
"cty37029","Camden County, NC",25386
"cty13097","Douglas County, GA",25382
"cty01035","Conecuh County, AL",25381
"cty53015","Cowlitz County, WA",25376
"cty37049","Craven County, NC",25375
"cty47003","Bedford County, TN",25363
"cty51001","Accomack County, VA",25361
"cty12093","Okeechobee County, FL",25354
"cty41031","Jefferson County, OR",25351
"cty29029","Camden County, MO",25347
"cty01049","DeKalb County, AL",25336
"cty24045","Wicomico County, MD",25330
"cty12069","Lake County, FL",25326
"cty13153","Houston County, GA",25326
"cty51051","Dickenson County, VA",25325
"cty13283","Treutlen County, GA",25318
"cty02068","Denali Borough, AK",25317
"cty05109","Pike County, AR",25312
"cty01057","Fayette County, AL",25312
"cty33019","Sullivan County, NH",25312
"cty26073","Isabella County, MI",25305
"cty47017","Carroll County, TN",25303
"cty54037","Jefferson County, WV",25303
"cty39001","Adams County, OH",25300
"cty26129","Ogemaw County, MI",25299
"cty47033","Crockett County, TN",25298
"cty18135","Randolph County, IN",25297
"cty18175","Washington County, IN",25287
"cty37191","Wayne County, NC",25279
"cty12053","Hernando County, FL",25278
"cty39045","Fairfield County, OH",25266
"cty51820","Waynesboro city, VA",25266
"cty47023","Chester County, TN",25263
"cty21163","Meade County, KY",25258
"cty12103","Pinellas County, FL",25256
"cty26025","Calhoun County, MI",25251
"cty26085","Lake County, MI",25250
"cty39139","Richland County, OH",25249
"cty18079","Jennings County, IN",25249
"cty47081","Hickman County, TN",25247
"cty45069","Marlboro County, SC",25245
"cty10005","Sussex County, DE",25244
"cty05077","Lee County, AR",25244
"cty37069","Franklin County, NC",25241
"cty21101","Henderson County, KY",25238
"cty28119","Quitman County, MS",25236
"cty13139","Hall County, GA",25233
"cty40005","Atoka County, OK",25224
"cty47189","Wilson County, TN",25224
"cty54065","Morgan County, WV",25223
"cty26077","Kalamazoo County, MI",25218
"cty51185","Tazewell County, VA",25217
"cty51135","Nottoway County, VA",25213
"cty26155","Shiawassee County, MI",25207
"cty05005","Baxter County, AR",25202
"cty05037","Cross County, AR",25202
"cty18013","Brown County, IN",25186
"cty42053","Forest County, PA",25179
"cty01081","Lee County, AL",25177
"cty12127","Volusia County, FL",25175
"cty18137","Ripley County, IN",25173
"cty23023","Sagadahoc County, ME",25169
"cty18017","Cass County, IN",25168
"cty53045","Mason County, WA",25162
"cty54005","Boone County, WV",25157
"cty51115","Mathews County, VA",25154
"cty13317","Wilkes County, GA",25152
"cty13223","Paulding County, GA",25141
"cty24015","Cecil County, MD",25135
"cty26075","Jackson County, MI",25131
"cty01123","Tallapoosa County, AL",25131
"cty39007","Ashtabula County, OH",25110
"cty29223","Wayne County, MO",25109
"cty13013","Barrow County, GA",25105
"cty29015","Benton County, MO",25105
"cty37141","Pender County, NC",25096
"cty05119","Pulaski County, AR",25094
"cty51177","Spotsylvania County, VA",25093
"cty13035","Butts County, GA",25092
"cty05043","Drew County, AR",25089
"cty54087","Roane County, WV",25068
"cty37007","Anson County, NC",25068
"cty28099","Neshoba County, MS",25056
"cty37185","Warren County, NC",25056
"cty28027","Coahoma County, MS",25054
"cty17167","Sangamon County, IL",25048
"cty29109","Lawrence County, MO",25044
"cty29143","New Madrid County, MO",25040
"cty47085","Humphreys County, TN",25036
"cty51075","Goochland County, VA",25031
"cty26145","Saginaw County, MI",25021
"cty54075","Pocahontas County, WV",25018
"cty40001","Adair County, OK",25012
"cty18119","Owen County, IN",25007
"cty37163","Sampson County, NC",25006
"cty37139","Pasquotank County, NC",25006
"cty17123","Marshall County, IL",25006
"cty05033","Crawford County, AR",25002
"cty12129","Wakulla County, FL",24999
"cty20061","Geary County, KS",24989
"cty21135","Lewis County, KY",24984
"cty01103","Morgan County, AL",24979
"cty12105","Polk County, FL",24955
"cty26035","Clare County, MI",24952
"cty13063","Clayton County, GA",24951
"cty13155","Irwin County, GA",24949
"cty01101","Montgomery County, AL",24946
"cty47125","Montgomery County, TN",24938
"cty54081","Raleigh County, WV",24936
"cty39031","Coshocton County, OH",24929
"cty39057","Greene County, OH",24922
"cty28047","Harrison County, MS",24913
"cty01127","Walker County, AL",24910
"cty47115","Marion County, TN",24907
"cty12089","Nassau County, FL",24902
"cty45063","Lexington County, SC",24901
"cty37135","Orange County, NC",24901
"cty12061","Indian River County, FL",24896
"cty39025","Clermont County, OH",24895
"cty06023","Humboldt County, CA",24892
"cty37121","Mitchell County, NC",24883
"cty12023","Columbia County, FL",24880
"cty29035","Carter County, MO",24870
"cty12081","Manatee County, FL",24849
"cty17081","Jefferson County, IL",24849
"cty45091","York County, SC",24844
"cty01067","Henry County, AL",24843
"cty18019","Clark County, IN",24839
"cty37055","Dare County, NC",24837
"cty05131","Sebastian County, AR",24828
"cty10001","Kent County, DE",24827
"cty17125","Mason County, IL",24824
"cty37001","Alamance County, NC",24811
"cty54047","McDowell County, WV",24799
"cty18011","Boone County, IN",24793
"cty13021","Bibb County, GA",24784
"cty05063","Independence County, AR",24781
"cty51830","Williamsburg city, VA",24780
"cty17169","Schuyler County, IL",24766
"cty26121","Muskegon County, MI",24758
"cty35031","McKinley County, NM",24757
"cty29077","Greene County, MO",24744
"cty29217","Vernon County, MO",24742
"cty47051","Franklin County, TN",24740
"cty51065","Fluvanna County, VA",24731
"cty01061","Geneva County, AL",24719
"cty47149","Rutherford County, TN",24717
"cty48129","Donley County, TX",24713
"cty12055","Highlands County, FL",24702
"cty39097","Madison County, OH",24700
"cty21203","Rockcastle County, KY",24699
"cty18069","Huntington County, IN",24696
"cty13277","Tift County, GA",24691
"cty12057","Hillsborough County, FL",24689
"cty05075","Lawrence County, AR",24689
"cty29131","Miller County, MO",24688
"cty05137","Stone County, AR",24687
"cty37089","Henderson County, NC",24687
"cty47113","Madison County, TN",24686
"cty13275","Thomas County, GA",24682
"cty18025","Crawford County, IN",24672
"cty21111","Jefferson County, KY",24667
"cty37081","Guilford County, NC",24653
"cty05049","Fulton County, AR",24646
"cty47097","Lauderdale County, TN",24644
"cty12017","Citrus County, FL",24641
"cty51117","Mecklenburg County, VA",24639
"cty29510","St. Louis city, MO",24632
"cty39017","Butler County, OH",24630
"cty47137","Pickett County, TN",24630
"cty13123","Gilmer County, GA",24629
"cty47047","Fayette County, TN",24626
"cty39127","Perry County, OH",24626
"cty26159","Van Buren County, MI",24625
"cty21043","Carter County, KY",24625
"cty12119","Sumter County, FL",24624
"cty54071","Pendleton County, WV",24622
"cty26143","Roscommon County, MI",24617
"cty51091","Highland County, VA",24612
"cty05067","Jackson County, AR",24606
"cty51169","Scott County, VA",24598
"cty02195","Petersburg Borough, AK",24598
"cty54053","Mason County, WV",24595
"cty37167","Stanly County, NC",24590
"cty13045","Carroll County, GA",24583
"cty29007","Audrain County, MO",24582
"cty18009","Blackford County, IN",24581
"cty26117","Montcalm County, MI",24567
"cty13267","Tattnall County, GA",24562
"cty29123","Madison County, MO",24557
"cty21103","Henry County, KY",24555
"cty47167","Tipton County, TN",24554
"cty29069","Dunklin County, MO",24553
"cty37091","Hertford County, NC",24551
"cty01009","Blount County, AL",24549
"cty29105","Laclede County, MO",24547
"cty45043","Georgetown County, SC",24546
"cty28081","Lee County, MS",24546
"cty13269","Taylor County, GA",24541
"cty51193","Westmoreland County, VA",24528
"cty40013","Bryan County, OK",24526
"cty13285","Troup County, GA",24523
"cty13311","White County, GA",24523
"cty21081","Grant County, KY",24516
"cty21035","Calloway County, KY",24513
"cty05089","Marion County, AR",24512
"cty17025","Clay County, IL",24512
"cty37189","Watauga County, NC",24502
"cty29073","Gasconade County, MO",24498
"cty24011","Caroline County, MD",24496
"cty17005","Bond County, IL",24493
"cty51099","King George County, VA",24491
"cty47021","Cheatham County, TN",24489
"cty53013","Columbia County, WA",24480
"cty47107","McMinn County, TN",24476
"cty18139","Rush County, IN",24470
"cty54035","Jackson County, WV",24465
"cty13175","Laurens County, GA",24465
"cty45051","Horry County, SC",24456
"cty37143","Perquimans County, NC",24448
"cty05045","Faulkner County, AR",24445
"cty29125","Maries County, MO",24437
"cty21089","Greenup County, KY",24437
"cty05095","Monroe County, AR",24434
"cty13259","Stewart County, GA",24431
"cty01059","Franklin County, AL",24425
"cty47143","Rhea County, TN",24424
"cty13005","Bacon County, GA",24424
"cty18167","Vigo County, IN",24421
"cty01029","Cleburne County, AL",24416
"cty37113","Macon County, NC",24415
"cty28107","Panola County, MS",24411
"cty05149","Yell County, AR",24406
"cty37085","Harnett County, NC",24402
"cty45053","Jasper County, SC",24398
"cty26065","Ingham County, MI",24390
"cty37195","Wilson County, NC",24388
"cty06021","Glenn County, CA",24385
"cty21117","Kenton County, KY",24381
"cty28101","Newton County, MS",24380
"cty13305","Wayne County, GA",24374
"cty13245","Richmond County, GA",24373
"cty12079","Madison County, FL",24365
"cty51790","Staunton city, VA",24351
"cty54003","Berkeley County, WV",24342
"cty12063","Jackson County, FL",24340
"cty29225","Webster County, MO",24332
"cty29215","Texas County, MO",24330
"cty29221","Washington County, MO",24327
"cty13099","Early County, GA",24326
"cty12125","Union County, FL",24325
"cty47045","Dyer County, TN",24325
"cty21087","Green County, KY",24322
"cty45083","Spartanburg County, SC",24318
"cty12059","Holmes County, FL",24311
"cty26079","Kalkaska County, MI",24309
"cty37051","Cumberland County, NC",24306
"cty26111","Midland County, MI",24294
"cty51029","Buckingham County, VA",24294
"cty12009","Brevard County, FL",24293
"cty01015","Calhoun County, AL",24270
"cty12083","Marion County, FL",24262
"cty37133","Onslow County, NC",24255
"cty12107","Putnam County, FL",24243
"cty01133","Winston County, AL",24232
"cty21001","Adair County, KY",24223
"cty12007","Bradford County, FL",24221
"cty45039","Fairfield County, SC",24219
"cty47117","Marshall County, TN",24218
"cty51073","Gloucester County, VA",24215
"cty13207","Monroe County, GA",24204
"cty05031","Craighead County, AR",24204
"cty47031","Coffee County, TN",24199
"cty26001","Alcona County, MI",24199
"cty51590","Danville city, VA",24198
"cty21009","Barren County, KY",24192
"cty37105","Lee County, NC",24191
"cty37103","Jones County, NC",24186
"cty47041","DeKalb County, TN",24186
"cty13163","Jefferson County, GA",24184
"cty18023","Clinton County, IN",24183
"cty29093","Iron County, MO",24179
"cty54063","Monroe County, WV",24177
"cty39049","Franklin County, OH",24175
"cty26031","Cheboygan County, MI",24173
"cty51760","Richmond city, VA",24169
"cty21105","Hickman County, KY",24169
"cty13055","Chattooga County, GA",24167
"cty13119","Franklin County, GA",24163
"cty13165","Jenkins County, GA",24158
"cty37107","Lenoir County, NC",24158
"cty29141","Morgan County, MO",24151
"cty13095","Dougherty County, GA",24142
"cty12005","Bay County, FL",24138
"cty21031","Butler County, KY",24130
"cty54107","Wood County, WV",24129
"cty13071","Colquitt County, GA",24115
"cty13127","Glynn County, GA",24114
"cty13297","Walton County, GA",24112
"cty29085","Hickory County, MO",24112
"cty17127","Massac County, IL",24109
"cty13023","Bleckley County, GA",24106
"cty21005","Anderson County, KY",24097
"cty47061","Grundy County, TN",24094
"cty21037","Campbell County, KY",24094
"cty01093","Marion County, AL",24093
"cty47037","Davidson County, TN",24092
"cty13019","Berrien County, GA",24089
"cty13321","Worth County, GA",24087
"cty51063","Floyd County, VA",24082
"cty18145","Shelby County, IN",24071
"cty13169","Jones County, GA",24059
"cty37087","Haywood County, NC",24057
"cty39089","Licking County, OH",24052
"cty39015","Brown County, OH",24052
"cty21109","Jackson County, KY",24051
"cty28071","Lafayette County, MS",24036
"cty51139","Page County, VA",24009
"cty13137","Habersham County, GA",24004
"cty54027","Hampshire County, WV",24002
"cty28057","Itawamba County, MS",23995
"cty45025","Chesterfield County, SC",23982
"cty39079","Jackson County, OH",23981
"cty13109","Evans County, GA",23968
"cty47039","Decatur County, TN",23961
"cty29021","Buchanan County, MO",23959
"cty01095","Marshall County, AL",23949
"cty37025","Cabarrus County, NC",23949
"cty05069","Jefferson County, AR",23946
"cty47079","Henry County, TN",23942
"cty40021","Cherokee County, OK",23940
"cty12031","Duval County, FL",23936
"cty47183","Weakley County, TN",23932
"cty47169","Trousdale County, TN",23915
"cty13197","Marion County, GA",23912
"cty32009","Esmeralda County, NV",23907
"cty51775","Salem city, VA",23906
"cty05009","Boone County, AR",23903
"cty21061","Edmonson County, KY",23897
"cty21085","Grayson County, KY",23893
"cty21161","Mason County, KY",23891
"cty29173","Ralls County, MO",23891
"cty47077","Henderson County, TN",23889
"cty21227","Warren County, KY",23886
"cty01121","Talladega County, AL",23881
"cty37173","Swain County, NC",23877
"cty51067","Franklin County, VA",23874
"cty47055","Giles County, TN",23871
"cty13313","Whitfield County, GA",23862
"cty37033","Caswell County, NC",23849
"cty06015","Del Norte County, CA",23842
"cty28143","Tunica County, MS",23819
"cty39027","Clinton County, OH",23816
"cty21099","Hart County, KY",23803
"cty45005","Allendale County, SC",23802
"cty18093","Lawrence County, IN",23798
"cty54023","Grant County, WV",23793
"cty37129","New Hanover County, NC",23792
"cty01017","Chambers County, AL",23786
"cty37067","Forsyth County, NC",23780
"cty54089","Summers County, WV",23772
"cty45029","Colleton County, SC",23771
"cty26069","Iosco County, MI",23767
"cty28139","Tippah County, MS",23762
"cty26039","Crawford County, MI",23759
"cty18065","Henry County, IN",23757
"cty45047","Greenwood County, SC",23755
"cty13225","Peach County, GA",23754
"cty21011","Bath County, KY",23732
"cty28115","Pontotoc County, MS",23721
"cty13047","Catoosa County, GA",23718
"cty37021","Buncombe County, NC",23717
"cty18143","Scott County, IN",23716
"cty37053","Currituck County, NC",23714
"cty29055","Crawford County, MO",23708
"cty47065","Hamilton County, TN",23706
"cty18005","Bartholomew County, IN",23703
"cty12027","DeSoto County, FL",23703
"cty47111","Macon County, TN",23700
"cty13217","Newton County, GA",23695
"cty45045","Greenville County, SC",23691
"cty21129","Lee County, KY",23672
"cty21191","Pendleton County, KY",23663
"cty26165","Wexford County, MI",23657
"cty05083","Logan County, AR",23645
"cty39129","Pickaway County, OH",23643
"cty39113","Montgomery County, OH",23641
"cty37059","Davie County, NC",23638
"cty13281","Towns County, GA",23638
"cty12041","Gilchrist County, FL",23636
"cty29195","Saline County, MO",23629
"cty13293","Upson County, GA",23621
"cty24510","Baltimore city, MD",23619
"cty39071","Highland County, OH",23610
"cty37031","Carteret County, NC",23599
"cty37153","Richmond County, NC",23592
"cty12101","Pasco County, FL",23584
"cty13101","Echols County, GA",23583
"cty54045","Logan County, WV",23575
"cty28161","Yalobusha County, MS",23567
"cty54099","Wayne County, WV",23560
"cty45067","Marion County, SC",23559
"cty05055","Greene County, AR",23552
"cty13015","Bartow County, GA",23548
"cty54031","Hardy County, WV",23538
"cty51071","Giles County, VA",23538
"cty21131","Leslie County, KY",23532
"cty26029","Charlevoix County, MI",23527
"cty18067","Howard County, IN",23521
"cty13233","Polk County, GA",23521
"cty13131","Grady County, GA",23516
"cty51121","Montgomery County, VA",23506
"cty37097","Iredell County, NC",23504
"cty01089","Madison County, AL",23472
"cty37079","Greene County, NC",23470
"cty12029","Dixie County, FL",23468
"cty13129","Gordon County, GA",23467
"cty37077","Granville County, NC",23458
"cty23029","Washington County, ME",23456
"cty48417","Shackelford County, TX",23455
"cty05085","Lonoke County, AR",23455
"cty29181","Ripley County, MO",23441
"cty45001","Abbeville County, SC",23439
"cty29175","Randolph County, MO",23433
"cty28145","Union County, MS",23417
"cty47109","McNairy County, TN",23410
"cty18165","Vermillion County, IN",23406
"cty37125","Moore County, NC",23394
"cty06045","Mendocino County, CA",23393
"cty26019","Benzie County, MI",23390
"cty01019","Cherokee County, AL",23390
"cty13081","Crisp County, GA",23376
"cty39087","Lawrence County, OH",23367
"cty39053","Gallia County, OH",23356
"cty05125","Saline County, AR",23343
"cty45059","Laurens County, SC",23342
"cty51195","Wise County, VA",23330
"cty13115","Floyd County, GA",23329
"cty12075","Levy County, FL",23325
"cty13241","Rabun County, GA",23323
"cty05097","Montgomery County, AR",23315
"cty30059","Meagher County, MT",23315
"cty37099","Jackson County, NC",23306
"cty13079","Crawford County, GA",23299
"cty54039","Kanawha County, WV",23294
"cty47121","Meigs County, TN",23293
"cty47129","Morgan County, TN",23283
"cty45033","Dillon County, SC",23275
"cty26049","Genesee County, MI",23264
"cty05107","Phillips County, AR",23264
"cty29133","Mississippi County, MO",23263
"cty51141","Patrick County, VA",23252
"cty21057","Cumberland County, KY",23250
"cty18105","Monroe County, IN",23243
"cty05059","Hot Spring County, AR",23235
"cty45073","Oconee County, SC",23232
"cty13009","Baldwin County, GA",23228
"cty21239","Woodford County, KY",23217
"cty21153","Magoffin County, KY",23207
"cty37075","Graham County, NC",23206
"cty13091","Dodge County, GA",23202
"cty21159","Martin County, KY",23196
"cty13215","Muscogee County, GA",23195
"cty13251","Screven County, GA",23178
"cty39101","Marion County, OH",23172
"cty37149","Polk County, NC",23159
"cty47139","Polk County, TN",23154
"cty37117","Martin County, NC",23153
"cty47119","Maury County, TN",23140
"cty54025","Greenbrier County, WV",23129
"cty13143","Haralson County, GA",23122
"cty13255","Spalding County, GA",23121
"cty21237","Wolfe County, KY",23120
"cty21133","Letcher County, KY",23113
"cty21127","Lawrence County, KY",23097
"cty18097","Marion County, IN",23084
"cty47153","Sequatchie County, TN",23069
"cty29023","Butler County, MO",23043
"cty37169","Stokes County, NC",23033
"cty39047","Fayette County, OH",23014
"cty51037","Charlotte County, VA",23008
"cty13195","Madison County, GA",23007
"cty29187","St. Francois County, MO",22999
"cty13075","Cook County, GA",22997
"cty51580","Covington city, VA",22992
"cty51530","Buena Vista city, VA",22982
"cty37123","Montgomery County, NC",22974
"cty18035","Delaware County, IN",22972
"cty47177","Warren County, TN",22962
"cty05051","Garland County, AR",22957
"cty12133","Washington County, FL",22948
"cty39023","Clark County, OH",22941
"cty21067","Fayette County, KY",22931
"cty47171","Unicoi County, TN",22920
"cty13201","Miller County, GA",22916
"cty18109","Morgan County, IN",22915
"cty05129","Searcy County, AR",22909
"cty29169","Pulaski County, MO",22859
"cty51155","Pulaski County, VA",22856
"cty29027","Callaway County, MO",22852
"cty13187","Lumpkin County, GA",22852
"cty13161","Jeff Davis County, GA",22850
"cty13235","Pulaski County, GA",22843
"cty21167","Mercer County, KY",22840
"cty21217","Taylor County, KY",22833
"cty51197","Wythe County, VA",22831
"cty47007","Bledsoe County, TN",22829
"cty13157","Jackson County, GA",22828
"cty37197","Yadkin County, NC",22814
"cty21003","Allen County, KY",22809
"cty13315","Wilcox County, GA",22804
"cty13295","Walker County, GA",22781
"cty37043","Clay County, NC",22771
"cty47001","Anderson County, TN",22771
"cty45009","Bamberg County, SC",22744
"cty51520","Bristol city, VA",22734
"cty47135","Perry County, TN",22728
"cty21095","Harlan County, KY",22723
"cty47005","Benton County, TN",22719
"cty28003","Alcorn County, MS",22705
"cty47053","Gibson County, TN",22693
"cty21069","Fleming County, KY",22680
"cty21045","Casey County, KY",22678
"cty47105","Loudon County, TN",22676
"cty47011","Bradley County, TN",22663
"cty21019","Boyd County, KY",22653
"cty47141","Putnam County, TN",22652
"cty13025","Brantley County, GA",22648
"cty21175","Morgan County, KY",22640
"cty21023","Bracken County, KY",22636
"cty54011","Cabell County, WV",22613
"cty37045","Cleveland County, NC",22612
"cty47035","Cumberland County, TN",22607
"cty51131","Northampton County, VA",22590
"cty51033","Caroline County, VA",22570
"cty13033","Burke County, GA",22565
"cty37115","Madison County, NC",22555
"cty37199","Yancey County, NC",22540
"cty18095","Madison County, IN",22531
"cty51640","Galax city, VA",22528
"cty05111","Poinsett County, AR",22519
"cty13231","Pike County, GA",22504
"cty39145","Scioto County, OH",22488
"cty45007","Anderson County, SC",22479
"cty13065","Clinch County, GA",22460
"cty13291","Union County, GA",22459
"cty13227","Pickens County, GA",22449
"cty37181","Vance County, NC",22433
"cty21195","Pike County, KY",22425
"cty17151","Pope County, IL",22424
"cty47123","Monroe County, TN",22419
"cty47057","Grainger County, TN",22419
"cty21209","Scott County, KY",22413
"cty18177","Wayne County, IN",22400
"cty13105","Elbert County, GA",22383
"cty21021","Boyle County, KY",22370
"cty45031","Darlington County, SC",22351
"cty45087","Union County, SC",22333
"cty39073","Hocking County, OH",22331
"cty37065","Edgecombe County, NC",22298
"cty37171","Surry County, NC",22294
"cty51191","Washington County, VA",22281
"cty47099","Lawrence County, TN",22277
"cty37019","Brunswick County, NC",22273
"cty01083","Limestone County, AL",22240
"cty45057","Lancaster County, SC",22237
"cty21125","Laurel County, KY",22235
"cty47073","Hawkins County, TN",22225
"cty12131","Walton County, FL",22219
"cty54055","Mercer County, WV",22201
"cty51089","Henry County, VA",22196
"cty01055","Etowah County, AL",22160
"cty28043","Grenada County, MS",22085
"cty21137","Lincoln County, KY",22070
"cty13213","Murray County, GA",22030
"cty21017","Bourbon County, KY",22026
"cty25007","Dukes County, MA",22023
"cty47093","Knox County, TN",21997
"cty51081","Greensville County, VA",21988
"cty21073","Franklin County, KY",21965
"cty47089","Jefferson County, TN",21914
"cty21065","Estill County, KY",21899
"cty12045","Gulf County, FL",21857
"cty47009","Blount County, TN",21847
"cty47151","Scott County, TN",21838
"cty01087","Macon County, AL",21837
"cty40057","Harmon County, OK",21836
"cty39131","Pike County, OH",21834
"cty01113","Russell County, AL",21809
"cty51720","Norton city, VA",21799
"cty37151","Randolph County, NC",21798
"cty13011","Banks County, GA",21787
"cty18053","Grant County, IN",21781
"cty13301","Warren County, GA",21762
"cty37161","Rutherford County, NC",21760
"cty48345","Motley County, TX",21748
"cty08011","Bent County, CO",21734
"cty37157","Rockingham County, NC",21729
"cty13149","Heard County, GA",21709
"cty13191","McIntosh County, GA",21699
"cty45049","Hampton County, SC",21685
"cty51035","Carroll County, VA",21663
"cty51077","Grayson County, VA",21650
"cty37155","Robeson County, NC",21649
"cty51125","Nelson County, VA",21646
"cty45021","Cherokee County, SC",21632
"cty13173","Lanier County, GA",21605
"cty37057","Davidson County, NC",21603
"cty37159","Rowan County, NC",21583
"cty13037","Calhoun County, GA",21581
"cty51770","Roanoke city, VA",21578
"cty05065","Izard County, AR",21564
"cty37035","Catawba County, NC",21563
"cty21151","Madison County, KY",21557
"cty51079","Greene County, VA",21530
"cty21121","Knox County, KY",21519
"cty37165","Scotland County, NC",21513
"cty21097","Harrison County, KY",21511
"cty13237","Putnam County, GA",21489
"cty21231","Wayne County, KY",21483
"cty51105","Lee County, VA",21475
"cty51173","Smyth County, VA",21454
"cty13183","Long County, GA",21442
"cty21013","Bell County, KY",21418
"cty21165","Menifee County, KY",21414
"cty21173","Montgomery County, KY",21399
"cty21113","Jessamine County, KY",21353
"cty39141","Ross County, OH",21342
"cty37093","Hoke County, NC",21339
"cty47133","Overton County, TN",21311
"cty51109","Louisa County, VA",21245
"cty21213","Simpson County, KY",21242
"cty37071","Gaston County, NC",21232
"cty51113","Madison County, VA",21228
"cty47059","Greene County, TN",21217
"cty45077","Pickens County, SC",21214
"cty18041","Fayette County, IN",21171
"cty21053","Clinton County, KY",21169
"cty47025","Claiborne County, TN",21156
"cty35047","San Miguel County, NM",21144
"cty37003","Alexander County, NC",21143
"cty47173","Union County, TN",21114
"cty37193","Wilkes County, NC",21107
"cty47027","Clay County, TN",21072
"cty37039","Cherokee County, NC",21027
"cty13243","Randolph County, GA",20989
"cty21071","Floyd County, KY",20987
"cty13271","Telfair County, GA",20972
"cty47175","Van Buren County, TN",20968
"cty47155","Sevier County, TN",20966
"cty37175","Transylvania County, NC",20940
"cty47013","Campbell County, TN",20923
"cty39009","Athens County, OH",20921
"cty21235","Whitley County, KY",20912
"cty21049","Clark County, KY",20857
"cty21205","Rowan County, KY",20850
"cty28117","Prentiss County, MS",20837
"cty47067","Hancock County, TN",20814
"cty51690","Martinsville city, VA",20628
"cty47063","Hamblen County, TN",20610
"cty47101","Lewis County, TN",20577
"cty47145","Roane County, TN",20537
"cty13221","Oglethorpe County, GA",20498
