"cty","Name","Individual_Income_Excluding_Spouse_rB_gM_p25"
"cty56011","Crook County, WY",
"cty16017","Bonner County, ID",
"cty17041","Douglas County, IL",
"cty20109","Logan County, KS",
"cty49029","Morgan County, UT",
"cty54041","Lewis County, WV",
"cty46073","Jerauld County, SD",
"cty72117","Rincon Municipio, PR",
"cty16035","Clearwater County, ID",
"cty30077","Powell County, MT",
"cty31159","Seward County, NE",
"cty30033","Garfield County, MT",
"cty36097","Schuyler County, NY",
"cty08033","Dolores County, CO",
"cty72141","Utuado Municipio, PR",
"cty19107","Keokuk County, IA",
"cty48383","Reagan County, TX",
"cty49041","Sevier County, UT",
"cty20089","Jewell County, KS",
"cty17169","Schuyler County, IL",
"cty29135","Moniteau County, MO",
"cty23017","Oxford County, ME",
"cty42059","Greene County, PA",
"cty51027","Buchanan County, VA",
"cty19035","Cherokee County, IA",
"cty30009","Carbon County, MT",
"cty54093","Tucker County, WV",
"cty72109","Patillas Municipio, PR",
"cty53051","Pend Oreille County, WA",
"cty31135","Perkins County, NE",
"cty27031","Cook County, MN",
"cty72005","Aguadilla Municipio, PR",
"cty18111","Newton County, IN",
"cty48389","Reeves County, TX",
"cty48505","Zapata County, TX",
"cty30045","Judith Basin County, MT",
"cty21055","Crittenden County, KY",
"cty05097","Montgomery County, AR",
"cty41027","Hood River County, OR",
"cty55137","Waushara County, WI",
"cty21181","Nicholas County, KY",
"cty02230","Skagway Municipality, AK",
"cty08009","Baca County, CO",
"cty36123","Yates County, NY",
"cty31091","Hooker County, NE",
"cty05129","Searcy County, AR",
"cty18009","Blackford County, IN",
"cty46125","Turner County, SD",
"cty48377","Presidio County, TX",
"cty26151","Sanilac County, MI",
"cty36017","Chenango County, NY",
"cty72115","Quebradillas Municipio, PR",
"cty51105","Lee County, VA",
"cty50003","Bennington County, VT",
"cty48059","Callahan County, TX",
"cty13083","Dade County, GA",
"cty18171","Warren County, IN",
"cty27091","Martin County, MN",
"cty72041","Cidra Municipio, PR",
"cty48341","Moore County, TX",
"cty72059","Guayanilla Municipio, PR",
"cty29083","Henry County, MO",
"cty20183","Smith County, KS",
"cty21053","Clinton County, KY",
"cty31069","Garden County, NE",
"cty46089","McPherson County, SD",
"cty29049","Clinton County, MO",
"cty08019","Clear Creek County, CO",
"cty21069","Fleming County, KY",
"cty46039","Deuel County, SD",
"cty46127","Union County, SD",
"cty20171","Scott County, KS",
"cty48433","Stonewall County, TX",
"cty36121","Wyoming County, NY",
"cty19001","Adair County, IA",
"cty31067","Gage County, NE",
"cty19101","Jefferson County, IA",
"cty47035","Cumberland County, TN",
"cty26135","Oscoda County, MI",
"cty29151","Osage County, MO",
"cty38095","Towner County, ND",
"cty19073","Greene County, IA",
"cty31117","McPherson County, NE",
"cty30105","Valley County, MT",
"cty29033","Carroll County, MO",
"cty31113","Logan County, NE",
"cty49055","Wayne County, UT",
"cty19003","Adams County, IA",
"cty05121","Randolph County, AR",
"cty27045","Fillmore County, MN",
"cty31089","Holt County, NE",
"cty19129","Mills County, IA",
"cty32027","Pershing County, NV",
"cty29115","Linn County, MO",
"cty39131","Pike County, OH",
"cty48163","Frio County, TX",
"cty42033","Clearfield County, PA",
"cty21207","Russell County, KY",
"cty21115","Johnson County, KY",
"cty21005","Anderson County, KY",
"cty30101","Toole County, MT",
"cty48327","Menard County, TX",
"cty19037","Chickasaw County, IA",
"cty38023","Divide County, ND",
"cty05075","Lawrence County, AR",
"cty31143","Polk County, NE",
"cty48429","Stephens County, TX",
"cty08063","Kit Carson County, CO",
"cty18079","Jennings County, IN",
"cty25019","Nantucket County, MA",
"cty21001","Adair County, KY",
"cty26071","Iron County, MI",
"cty21153","Magoffin County, KY",
"cty19081","Hancock County, IA",
"cty38039","Griggs County, ND",
"cty21169","Metcalfe County, KY",
"cty53013","Columbia County, WA",
"cty31027","Cedar County, NE",
"cty26113","Missaukee County, MI",
"cty29149","Oregon County, MO",
"cty41049","Morrow County, OR",
"cty72071","Isabela Municipio, PR",
"cty48247","Jim Hogg County, TX",
"cty35051","Sierra County, NM",
"cty72149","Villalba Municipio, PR",
"cty36003","Allegany County, NY",
"cty21133","Letcher County, KY",
"cty02060","Bristol Bay Borough, AK",
"cty29059","Dallas County, MO",
"cty18011","Boone County, IN",
"cty19005","Allamakee County, IA",
"cty31095","Jefferson County, NE",
"cty18031","Decatur County, IN",
"cty72039","Ciales Municipio, PR",
"cty02016","Aleutians West Census Area, AK",
"cty08011","Bent County, CO",
"cty72065","Hatillo Municipio, PR",
"cty18153","Sullivan County, IN",
"cty21087","Green County, KY",
"cty47135","Perry County, TN",
"cty16043","Fremont County, ID",
"cty42023","Cameron County, PA",
"cty05105","Perry County, AR",
"cty54007","Braxton County, WV",
"cty16059","Lemhi County, ID",
"cty26131","Ontonagon County, MI",
"cty72037","Ceiba Municipio, PR",
"cty31155","Saunders County, NE",
"cty54009","Brooke County, WV",
"cty18069","Huntington County, IN",
"cty54103","Wetzel County, WV",
"cty18015","Carroll County, IN",
"cty21237","Wolfe County, KY",
"cty18123","Perry County, IN",
"cty18001","Adams County, IN",
"cty02195","Petersburg Borough, AK",
"cty56009","Converse County, WY",
"cty12041","Gilchrist County, FL",
"cty31085","Hayes County, NE",
"cty17129","Menard County, IL",
"cty19015","Boone County, IA",
"cty38089","Stark County, ND",
"cty42121","Venango County, PA",
"cty17085","Jo Daviess County, IL",
"cty17185","Wabash County, IL",
"cty46033","Custer County, SD",
"cty17011","Bureau County, IL",
"cty02068","Denali Borough, AK",
"cty05021","Clay County, AR",
"cty20201","Washington County, KS",
"cty72017","Barceloneta Municipio, PR",
"cty18181","White County, IN",
"cty48103","Crane County, TX",
"cty15005","Kalawao County, HI",
"cty20017","Chase County, KS",
"cty19065","Fayette County, IA",
"cty48133","Eastland County, TX",
"cty48127","Dimmit County, TX",
"cty72127","San Juan Municipio, PR",
"cty41063","Wallowa County, OR",
"cty31059","Fillmore County, NE",
"cty29213","Taney County, MO",
"cty20003","Anderson County, KS",
"cty46067","Hutchinson County, SD",
"cty29085","Hickory County, MO",
"cty48221","Hood County, TX",
"cty19197","Wright County, IA",
"cty48357","Ochiltree County, TX",
"cty48435","Sutton County, TX",
"cty51091","Highland County, VA",
"cty55099","Price County, WI",
"cty53075","Whitman County, WA",
"cty30021","Dawson County, MT",
"cty30053","Lincoln County, MT",
"cty31021","Burt County, NE",
"cty48307","McCulloch County, TX",
"cty08047","Gilpin County, CO",
"cty49023","Juab County, UT",
"cty42113","Sullivan County, PA",
"cty27001","Aitkin County, MN",
"cty21189","Owsley County, KY",
"cty20029","Cloud County, KS",
"cty38057","Mercer County, ND",
"cty30069","Petroleum County, MT",
"cty55075","Marinette County, WI",
"cty72091","Manati Municipio, PR",
"cty18073","Jasper County, IN",
"cty48489","Willacy County, TX",
"cty53003","Asotin County, WA",
"cty72021","Bayamon Municipio, PR",
"cty48173","Glasscock County, TX",
"cty46011","Brookings County, SD",
"cty17171","Scott County, IL",
"cty29039","Cedar County, MO",
"cty21175","Morgan County, KY",
"cty16031","Cassia County, ID",
"cty18093","Lawrence County, IN",
"cty20073","Greenwood County, KS",
"cty20107","Linn County, KS",
"cty48447","Throckmorton County, TX",
"cty19091","Humboldt County, IA",
"cty19067","Floyd County, IA",
"cty72129","San Lorenzo Municipio, PR",
"cty17079","Jasper County, IL",
"cty42009","Bedford County, PA",
"cty08075","Logan County, CO",
"cty27071","Koochiching County, MN",
"cty16063","Lincoln County, ID",
"cty05049","Fulton County, AR",
"cty30007","Broadwater County, MT",
"cty20143","Ottawa County, KS",
"cty16045","Gem County, ID",
"cty46081","Lawrence County, SD",
"cty31047","Dawson County, NE",
"cty17125","Mason County, IL",
"cty38049","McHenry County, ND",
"cty31101","Keith County, NE",
"cty49043","Summit County, UT",
"cty08103","Rio Blanco County, CO",
"cty29123","Madison County, MO",
"cty55029","Door County, WI",
"cty20113","McPherson County, KS",
"cty17069","Hardin County, IL",
"cty48077","Clay County, TX",
"cty23015","Lincoln County, ME",
"cty05005","Baxter County, AR",
"cty08087","Morgan County, CO",
"cty47007","Bledsoe County, TN",
"cty20157","Republic County, KS",
"cty18169","Wabash County, IN",
"cty30097","Sweet Grass County, MT",
"cty72151","Yabucoa Municipio, PR",
"cty27081","Lincoln County, MN",
"cty30051","Liberty County, MT",
"cty39037","Darke County, OH",
"cty48023","Baylor County, TX",
"cty38001","Adams County, ND",
"cty54105","Wirt County, WV",
"cty19031","Cedar County, IA",
"cty35029","Luna County, NM",
"cty48093","Comanche County, TX",
"cty54085","Ritchie County, WV",
"cty27117","Pipestone County, MN",
"cty29117","Livingston County, MO",
"cty17133","Monroe County, IL",
"cty54095","Tyler County, WV",
"cty46135","Yankton County, SD",
"cty48283","La Salle County, TX",
"cty72119","Rio Grande Municipio, PR",
"cty21031","Butler County, KY",
"cty21171","Monroe County, KY",
"cty29045","Clark County, MO",
"cty33005","Cheshire County, NH",
"cty31141","Platte County, NE",
"cty48297","Live Oak County, TX",
"cty54067","Nicholas County, WV",
"cty48301","Loving County, TX",
"cty55047","Green Lake County, WI",
"cty30107","Wheatland County, MT",
"cty72009","Aibonito Municipio, PR",
"cty18139","Rush County, IN",
"cty26015","Barry County, MI",
"cty56035","Sublette County, WY",
"cty48171","Gillespie County, TX",
"cty19117","Lucas County, IA",
"cty31115","Loup County, NE",
"cty31183","Wheeler County, NE",
"cty48195","Hansford County, TX",
"cty46111","Sanborn County, SD",
"cty21187","Owen County, KY",
"cty31003","Antelope County, NE",
"cty08079","Mineral County, CO",
"cty13111","Fannin County, GA",
"cty29055","Crawford County, MO",
"cty21051","Clay County, KY",
"cty47057","Grainger County, TN",
"cty46061","Hanson County, SD",
"cty27085","McLeod County, MN",
"cty20197","Wabaunsee County, KS",
"cty54053","Mason County, WV",
"cty06043","Mariposa County, CA",
"cty51045","Craig County, VA",
"cty05071","Johnson County, AR",
"cty31057","Dundy County, NE",
"cty72023","Cabo Rojo Municipio, PR",
"cty27075","Lake County, MN",
"cty42093","Montour County, PA",
"cty55037","Florence County, WI",
"cty40149","Washita County, OK",
"cty27047","Freeborn County, MN",
"cty15007","Kauai County, HI",
"cty01133","Winston County, AL",
"cty54063","Monroe County, WV",
"cty48393","Roberts County, TX",
"cty27069","Kittson County, MN",
"cty40085","Love County, OK",
"cty29167","Polk County, MO",
"cty08027","Custer County, CO",
"cty47161","Stewart County, TN",
"cty55019","Clark County, WI",
"cty53069","Wahkiakum County, WA",
"cty20019","Chautauqua County, KS",
"cty48317","Martin County, TX",
"cty26035","Clare County, MI",
"cty18137","Ripley County, IN",
"cty72013","Arecibo Municipio, PR",
"cty31071","Garfield County, NE",
"cty48111","Dallam County, TX",
"cty72105","Naranjito Municipio, PR",
"cty04011","Greenlee County, AZ",
"cty30055","McCone County, MT",
"cty30065","Musselshell County, MT",
"cty72057","Guayama Municipio, PR",
"cty40003","Alfalfa County, OK",
"cty20135","Ness County, KS",
"cty29105","Laclede County, MO",
"cty26057","Gratiot County, MI",
"cty48011","Armstrong County, TX",
"cty29005","Atchison County, MO",
"cty46055","Haakon County, SD",
"cty05065","Izard County, AR",
"cty31037","Colfax County, NE",
"cty42123","Warren County, PA",
"cty18099","Marshall County, IN",
"cty37005","Alleghany County, NC",
"cty31031","Cherry County, NE",
"cty31149","Rock County, NE",
"cty20077","Harper County, KS",
"cty55005","Barron County, WI",
"cty19077","Guthrie County, IA",
"cty29001","Adair County, MO",
"cty29003","Andrew County, MO",
"cty17051","Fayette County, IL",
"cty27015","Brown County, MN",
"cty39107","Mercer County, OH",
"cty19135","Monroe County, IA",
"cty21071","Floyd County, KY",
"cty17039","De Witt County, IL",
"cty17175","Stark County, IL",
"cty20153","Rawlins County, KS",
"cty20041","Dickinson County, KS",
"cty30083","Richland County, MT",
"cty39051","Fulton County, OH",
"cty38091","Steele County, ND",
"cty18047","Franklin County, IN",
"cty46053","Gregory County, SD",
"cty20117","Marshall County, KS",
"cty29065","Dent County, MO",
"cty27121","Pope County, MN",
"cty40129","Roger Mills County, OK",
"cty54051","Marshall County, WV",
"cty27151","Swift County, MN",
"cty37115","Madison County, NC",
"cty29103","Knox County, MO",
"cty47121","Meigs County, TN",
"cty36049","Lewis County, NY",
"cty31007","Banner County, NE",
"cty17009","Brown County, IL",
"cty19195","Worth County, IA",
"cty16067","Minidoka County, ID",
"cty31139","Pierce County, NE",
"cty26001","Alcona County, MI",
"cty72153","Yauco Municipio, PR",
"cty29217","Vernon County, MO",
"cty55065","Lafayette County, WI",
"cty35007","Colfax County, NM",
"cty38037","Grant County, ND",
"cty29225","Webster County, MO",
"cty48205","Hartley County, TX",
"cty32021","Mineral County, NV",
"cty19007","Appanoose County, IA",
"cty54015","Clay County, WV",
"cty18013","Brown County, IN",
"cty56007","Carbon County, WY",
"cty20093","Kearny County, KS",
"cty23025","Somerset County, ME",
"cty48495","Winkler County, TX",
"cty13101","Echols County, GA",
"cty16057","Latah County, ID",
"cty46091","Marshall County, SD",
"cty06011","Colusa County, CA",
"cty36115","Washington County, NY",
"cty19125","Marion County, IA",
"cty19023","Butler County, IA",
"cty29131","Miller County, MO",
"cty19185","Wayne County, IA",
"cty38043","Kidder County, ND",
"cty20133","Neosho County, KS",
"cty35011","De Baca County, NM",
"cty55043","Grant County, WI",
"cty37039","Cherokee County, NC",
"cty31181","Webster County, NE",
"cty47173","Union County, TN",
"cty19133","Monona County, IA",
"cty19043","Clayton County, IA",
"cty50027","Windsor County, VT",
"cty72061","Guaynabo Municipio, PR",
"cty21065","Estill County, KY",
"cty46009","Bon Homme County, SD",
"cty27041","Douglas County, MN",
"cty46021","Campbell County, SD",
"cty17047","Edwards County, IL",
"cty29199","Scotland County, MO",
"cty20065","Graham County, KS",
"cty27113","Pennington County, MN",
"cty08073","Lincoln County, CO",
"cty18023","Clinton County, IN",
"cty19041","Clay County, IA",
"cty46119","Sully County, SD",
"cty55097","Portage County, WI",
"cty41055","Sherman County, OR",
"cty06051","Mono County, CA",
"cty30067","Park County, MT",
"cty08109","Saguache County, CO",
"cty31171","Thomas County, NE",
"cty17053","Ford County, IL",
"cty47049","Fentress County, TN",
"cty56023","Lincoln County, WY",
"cty21061","Edmonson County, KY",
"cty55093","Pierce County, WI",
"cty35047","San Miguel County, NM",
"cty30037","Golden Valley County, MT",
"cty20025","Clark County, KS",
"cty54031","Hardy County, WV",
"cty20095","Kingman County, KS",
"cty29227","Worth County, MO",
"cty47159","Smith County, TN",
"cty16021","Boundary County, ID",
"cty17123","Marshall County, IL",
"cty55135","Waupaca County, WI",
"cty31017","Brown County, NE",
"cty02105","Hoonah-Angoon Census Area, AK",
"cty31083","Harlan County, NE",
"cty51051","Dickenson County, VA",
"cty48235","Irion County, TX",
"cty47181","Wayne County, TN",
"cty48295","Lipscomb County, TX",
"cty18161","Union County, IN",
"cty51071","Giles County, VA",
"cty50005","Caledonia County, VT",
"cty31005","Arthur County, NE",
"cty48413","Schleicher County, TX",
"cty72073","Jayuya Municipio, PR",
"cty47005","Benton County, TN",
"cty49019","Grand County, UT",
"cty39011","Auglaize County, OH",
"cty48119","Delta County, TX",
"cty32009","Esmeralda County, NV",
"cty17061","Greene County, IL",
"cty49027","Millard County, UT",
"cty21127","Lawrence County, KY",
"cty20027","Clay County, KS",
"cty21201","Robertson County, KY",
"cty48243","Jeff Davis County, TX",
"cty38029","Emmons County, ND",
"cty48109","Culberson County, TX",
"cty17189","Washington County, IL",
"cty30059","Meagher County, MT",
"cty29011","Barton County, MO",
"cty32011","Eureka County, NV",
"cty18087","LaGrange County, IN",
"cty27127","Redwood County, MN",
"cty19099","Jasper County, IA",
"cty72145","Vega Baja Municipio, PR",
"cty72111","Penuelas Municipio, PR",
"cty29075","Gentry County, MO",
"cty55051","Iron County, WI",
"cty31167","Stanton County, NE",
"cty31041","Custer County, NE",
"cty02100","Haines Borough, AK",
"cty27149","Stevens County, MN",
"cty20187","Stanton County, KS",
"cty18119","Owen County, IN",
"cty50001","Addison County, VT",
"cty46069","Hyde County, SD",
"cty31023","Butler County, NE",
"cty55103","Richland County, WI",
"cty18165","Vermillion County, IN",
"cty53039","Klickitat County, WA",
"cty20083","Hodgeman County, KS",
"cty48013","Atascosa County, TX",
"cty18175","Washington County, IN",
"cty29141","Morgan County, MO",
"cty39065","Hardin County, OH",
"cty72043","Coamo Municipio, PR",
"cty42105","Potter County, PA",
"cty37043","Clay County, NC",
"cty51720","Norton city, VA",
"cty26127","Oceana County, MI",
"cty31103","Keya Paha County, NE",
"cty08111","San Juan County, CO",
"cty21157","Marshall County, KY",
"cty35033","Mora County, NM",
"cty48463","Uvalde County, TX",
"cty47039","Decatur County, TN",
"cty18109","Morgan County, IN",
"cty48043","Brewster County, TX",
"cty19105","Jones County, IA",
"cty56027","Niobrara County, WY",
"cty36095","Schoharie County, NY",
"cty47139","Polk County, TN",
"cty29041","Chariton County, MO",
"cty49033","Rich County, UT",
"cty05015","Carroll County, AR",
"cty29025","Caldwell County, MO",
"cty56015","Goshen County, WY",
"cty46087","McCook County, SD",
"cty23027","Waldo County, ME",
"cty72085","Las Piedras Municipio, PR",
"cty48207","Haskell County, TX",
"cty39079","Jackson County, OH",
"cty41025","Harney County, OR",
"cty39121","Noble County, OH",
"cty31087","Hitchcock County, NE",
"cty27093","Meeker County, MN",
"cty42067","Juniata County, PA",
"cty38083","Sheridan County, ND",
"cty19183","Washington County, IA",
"cty08037","Eagle County, CO",
"cty16053","Jerome County, ID",
"cty39111","Monroe County, OH",
"cty54071","Pendleton County, WV",
"cty31179","Wayne County, NE",
"cty06063","Plumas County, CA",
"cty19019","Buchanan County, IA",
"cty19119","Lyon County, IA",
"cty50017","Orange County, VT",
"cty20137","Norton County, KS",
"cty31121","Merrick County, NE",
"cty46077","Kingsbury County, SD",
"cty29157","Perry County, MO",
"cty21135","Lewis County, KY",
"cty55085","Oneida County, WI",
"cty31111","Lincoln County, NE",
"cty38003","Barnes County, ND",
"cty08115","Sedgwick County, CO",
"cty29229","Wright County, MO",
"cty29185","St. Clair County, MO",
"cty38025","Dunn County, ND",
"cty53001","Adams County, WA",
"cty19109","Kossuth County, IA",
"cty08017","Cheyenne County, CO",
"cty20075","Hamilton County, KS",
"cty18125","Pike County, IN",
"cty21023","Bracken County, KY",
"cty55119","Taylor County, WI",
"cty27133","Rock County, MN",
"cty38097","Traill County, ND",
"cty08125","Yuma County, CO",
"cty47027","Clay County, TN",
"cty39163","Vinton County, OH",
"cty21063","Elliott County, KY",
"cty20193","Thomas County, KS",
"cty21121","Knox County, KY",
"cty19079","Hamilton County, IA",
"cty17181","Union County, IL",
"cty16033","Clark County, ID",
"cty17045","Edgar County, IL",
"cty29009","Barry County, MO",
"cty38047","Logan County, ND",
"cty29209","Stone County, MO",
"cty16007","Bear Lake County, ID",
"cty51063","Floyd County, VA",
"cty30075","Powder River County, MT",
"cty19075","Grundy County, IA",
"cty72097","Mayaguez Municipio, PR",
"cty54083","Randolph County, WV",
"cty20149","Pottawatomie County, KS",
"cty18101","Martin County, IN",
"cty30001","Beaverhead County, MT",
"cty21081","Grant County, KY",
"cty47129","Morgan County, TN",
"cty31125","Nance County, NE",
"cty18115","Ohio County, IN",
"cty19009","Audubon County, IA",
"cty17035","Cumberland County, IL",
"cty21183","Ohio County, KY",
"cty26007","Alpena County, MI",
"cty20189","Stevens County, KS",
"cty72123","Salinas Municipio, PR",
"cty29173","Ralls County, MO",
"cty17151","Pope County, IL",
"cty38069","Pierce County, ND",
"cty55121","Trempealeau County, WI",
"cty13291","Union County, GA",
"cty56031","Platte County, WY",
"cty48425","Somervell County, TX",
"cty35003","Catron County, NM",
"cty18159","Tipton County, IN",
"cty27147","Steele County, MN",
"cty18027","Daviess County, IN",
"cty08081","Moffat County, CO",
"cty72051","Dorado Municipio, PR",
"cty50023","Washington County, VT",
"cty19097","Jackson County, IA",
"cty47091","Johnson County, TN",
"cty25007","Dukes County, MA",
"cty46057","Hamlin County, SD",
"cty48129","Donley County, TX",
"cty39127","Perry County, OH",
"cty19175","Union County, IA",
"cty55045","Green County, WI",
"cty30057","Madison County, MT",
"cty42065","Jefferson County, PA",
"cty26119","Montmorency County, MI",
"cty20069","Gray County, KS",
"cty27043","Faribault County, MN",
"cty18155","Switzerland County, IN",
"cty17203","Woodford County, IL",
"cty20131","Nemaha County, KS",
"cty29081","Harrison County, MO",
"cty17063","Grundy County, IL",
"cty55107","Rusk County, WI",
"cty42031","Clarion County, PA",
"cty72107","Orocovis Municipio, PR",
"cty19149","Plymouth County, IA",
"cty31065","Furnas County, NE",
"cty48009","Archer County, TX",
"cty48443","Terrell County, TX",
"cty39171","Williams County, OH",
"cty20167","Russell County, KS",
"cty48003","Andrews County, TX",
"cty31081","Hamilton County, NE",
"cty46097","Miner County, SD",
"cty19189","Winnebago County, IA",
"cty31015","Boyd County, NE",
"cty72067","Hormigueros Municipio, PR",
"cty54021","Gilmer County, WV",
"cty49025","Kane County, UT",
"cty21143","Lyon County, KY",
"cty30039","Granite County, MT",
"cty26079","Kalkaska County, MI",
"cty08091","Ouray County, CO",
"cty48065","Carson County, TX",
"cty72143","Vega Alta Municipio, PR",
"cty53043","Lincoln County, WA",
"cty54059","Mingo County, WV",
"cty18077","Jefferson County, IN",
"cty06003","Alpine County, CA",
"cty31053","Dodge County, NE",
"cty55091","Pepin County, WI",
"cty16087","Washington County, ID",
"cty19025","Calhoun County, IA",
"cty35019","Guadalupe County, NM",
"cty33007","Coos County, NH",
"cty19145","Page County, IA",
"cty48137","Edwards County, TX",
"cty17101","Lawrence County, IL",
"cty18179","Wells County, IN",
"cty22023","Cameron Parish, LA",
"cty20115","Marion County, KS",
"cty18121","Parke County, IN",
"cty55069","Lincoln County, WI",
"cty55049","Iowa County, WI",
"cty39001","Adams County, OH",
"cty16085","Valley County, ID",
"cty21195","Pike County, KY",
"cty38013","Burke County, ND",
"cty21007","Ballard County, KY",
"cty17015","Carroll County, IL",
"cty41037","Lake County, OR",
"cty13123","Gilmer County, GA",
"cty47151","Scott County, TN",
"cty48153","Floyd County, TX",
"cty08025","Crowley County, CO",
"cty40139","Texas County, OK",
"cty72069","Humacao Municipio, PR",
"cty38063","Nelson County, ND",
"cty27073","Lac qui Parle County, MN",
"cty06105","Trinity County, CA",
"cty20043","Doniphan County, KS",
"cty27055","Houston County, MN",
"cty48271","Kinney County, TX",
"cty31099","Kearney County, NE",
"cty38027","Eddy County, ND",
"cty27107","Norman County, MN",
"cty48263","Kent County, TX",
"cty08015","Chaffee County, CO",
"cty19151","Pocahontas County, IA",
"cty31137","Phelps County, NE",
"cty72027","Camuy Municipio, PR",
"cty29093","Iron County, MO",
"cty41069","Wheeler County, OR",
"cty19059","Dickinson County, IA",
"cty06009","Calaveras County, CA",
"cty48411","San Saba County, TX",
"cty46095","Mellette County, SD",
"cty21089","Greenup County, KY",
"cty72049","Culebra Municipio, PR",
"cty26129","Ogemaw County, MI",
"cty20047","Edwards County, KS",
"cty19069","Franklin County, IA",
"cty51115","Mathews County, VA",
"cty19115","Louisa County, IA",
"cty72053","Fajardo Municipio, PR",
"cty31175","Valley County, NE",
"cty08053","Hinsdale County, CO",
"cty54077","Preston County, WV",
"cty20101","Lane County, KS",
"cty17191","Wayne County, IL",
"cty31169","Thayer County, NE",
"cty31163","Sherman County, NE",
"cty05047","Franklin County, AR",
"cty21109","Jackson County, KY",
"cty08055","Huerfano County, CO",
"cty51157","Rappahannock County, VA",
"cty72019","Barranquitas Municipio, PR",
"cty56017","Hot Springs County, WY",
"cty51530","Buena Vista city, VA",
"cty44001","Bristol County, RI",
"cty16003","Adams County, ID",
"cty19181","Warren County, IA",
"cty72033","Catano Municipio, PR",
"cty47101","Lewis County, TN",
"cty72121","Sabana Grande Municipio, PR",
"cty19137","Montgomery County, IA",
"cty48311","McMullen County, TX",
"cty21011","Bath County, KY",
"cty56001","Albany County, WY",
"cty19123","Mahaska County, IA",
"cty18033","DeKalb County, IN",
"cty56033","Sheridan County, WY",
"cty13311","White County, GA",
"cty50015","Lamoille County, VT",
"cty32017","Lincoln County, NV",
"cty55067","Langlade County, WI",
"cty29035","Carter County, MO",
"cty08029","Delta County, CO",
"cty29203","Shannon County, MO",
"cty18049","Fulton County, IN",
"cty20053","Ellsworth County, KS",
"cty08105","Rio Grande County, CO",
"cty46083","Lincoln County, SD",
"cty19039","Clarke County, IA",
"cty41045","Malheur County, OR",
"cty31051","Dixon County, NE",
"cty48033","Borden County, TX",
"cty48337","Montague County, TX",
"cty55021","Columbia County, WI",
"cty19157","Poweshiek County, IA",
"cty13085","Dawson County, GA",
"cty17139","Moultrie County, IL",
"cty48261","Kenedy County, TX",
"cty17057","Fulton County, IL",
"cty20165","Rush County, KS",
"cty72031","Carolina Municipio, PR",
"cty29211","Sullivan County, MO",
"cty35041","Roosevelt County, NM",
"cty17065","Hamilton County, IL",
"cty26061","Houghton County, MI",
"cty49001","Beaver County, UT",
"cty31185","York County, NE",
"cty05127","Scott County, AR",
"cty32029","Storey County, NV",
"cty55125","Vilas County, WI",
"cty72093","Maricao Municipio, PR",
"cty51167","Russell County, VA",
"cty40059","Harper County, OK",
"cty18143","Scott County, IN",
"cty29091","Howell County, MO",
"cty27159","Wadena County, MN",
"cty17021","Christian County, IL",
"cty20127","Morris County, KS",
"cty46015","Brule County, SD",
"cty38075","Renville County, ND",
"cty27051","Grant County, MN",
"cty42053","Forest County, PA",
"cty17135","Montgomery County, IL",
"cty19063","Emmet County, IA",
"cty33019","Sullivan County, NH",
"cty20129","Morton County, KS",
"cty20139","Osage County, KS",
"cty16075","Payette County, ID",
"cty21077","Gallatin County, KY",
"cty41013","Crook County, OR",
"cty19093","Ida County, IA",
"cty46059","Hand County, SD",
"cty48197","Hardeman County, TX",
"cty54109","Wyoming County, WV",
"cty42057","Fulton County, PA",
"cty17131","Mercer County, IL",
"cty18071","Jackson County, IN",
"cty19141","O'Brien County, IA",
"cty21205","Rowan County, KY",
"cty72045","Comerio Municipio, PR",
"cty48371","Pecos County, TX",
"cty29221","Washington County, MO",
"cty08061","Kiowa County, CO",
"cty48345","Motley County, TX",
"cty18147","Spencer County, IN",
"cty46019","Butte County, SD",
"cty48131","Duval County, TX",
"cty18045","Fountain County, IN",
"cty56029","Park County, WY",
"cty37075","Graham County, NC",
"cty20071","Greeley County, KS",
"cty21039","Carlisle County, KY",
"cty48169","Garza County, TX",
"cty48305","Lynn County, TX",
"cty30011","Carter County, MT",
"cty41023","Grant County, OR",
"cty31019","Buffalo County, NE",
"cty53037","Kittitas County, WA",
"cty72047","Corozal Municipio, PR",
"cty27143","Sibley County, MN",
"cty20039","Decatur County, KS",
"cty48105","Crockett County, TX",
"cty31105","Kimball County, NE",
"cty20205","Wilson County, KS",
"cty08051","Gunnison County, CO",
"cty30095","Stillwater County, MT",
"cty31097","Johnson County, NE",
"cty48211","Hemphill County, TX",
"cty55033","Dunn County, WI",
"cty31013","Box Butte County, NE",
"cty08121","Washington County, CO",
"cty18131","Pulaski County, IN",
"cty48379","Rains County, TX",
"cty27167","Wilkin County, MN",
"cty40093","Major County, OK",
"cty48081","Coke County, TX",
"cty21129","Lee County, KY",
"cty16071","Oneida County, ID",
"cty20207","Woodson County, KS",
"cty47013","Campbell County, TN",
"cty36031","Essex County, NY",
"cty51735","Poquoson city, VA",
"cty35028","Los Alamos County, NM",
"cty08049","Grand County, CO",
"cty29029","Camden County, MO",
"cty48101","Cottle County, TX",
"cty29147","Nodaway County, MO",
"cty26069","Iosco County, MI",
"cty21057","Cumberland County, KY",
"cty31145","Red Willow County, NE",
"cty48107","Crosby County, TX",
"cty36041","Hamilton County, NY",
"cty21085","Grayson County, KY",
"cty72101","Morovis Municipio, PR",
